Code_postal,Code_commune_INSEE,Nom_commune,Vent,Neige,Seisme
01000,01053,BOURG EN BRESSE,1,A2,3
01000,01344,ST DENIS LES BOURG,1,A2,3
01090,01169,GENOUILLEUX,2,A2,2
01090,01225,LURCY,2,A2,2
01090,01258,MONTCEAUX,2,A2,2
01090,01263,MONTMERLE SUR SAONE,2,A2,2
01090,01165,FRANCHELEINS,2,A2,2
01090,01183,GUEREINS,2,A2,2
01100,01237,MARTIGNAT,1,C2,3
01100,01283,OYONNAX,1,C2,3
01100,01014,ARBENT,1,C2,3
01100,01171,GEOVREISSET,1,C2,3
01100,01181,GROISSIAT,1,C2,3
01100,01011,APREMONT,1,C2,3
01100,01031,BELLIGNAT,1,C2,3
01110,01080,CHAMPDOR CORCELLES,1,C2,3
01110,01185,PLATEAU D HAUTEVILLE,1,C2,3
01110,01012,ARANC,1,C2,3
01110,01060,BRENOD,1,C2,3
01110,01121,CORLIER,1,C2,3
01110,01311,PREMILLIEU,1,C2,3
01120,01049,LA BOISSE,2,A2,3
01120,01262,MONTLUEL,2,A2,3
01120,01276,NIEVROZ,2,A2,3
01120,01418,THIL,2,A2,3
01120,01297,PIZAY,2,A2,3
01120,01342,STE CROIX,2,A2,3
01120,01142,DAGNEUX,2,A2,3
01130,01298,PLAGNE,1,C2,3
01130,01357,ST GERMAIN DE JOUX,1,C2,3
01130,01174,GIRON,1,C2,3
01130,01269,NANTUA,1,C2,3
01130,01274,LES NEYROLLES,1,C2,3
01130,01035,BELLEYDOUX,1,C2,3
01130,01087,CHARIX,1,C2,3
01130,01152,ECHALLON,1,C2,3
01130,01204,LE POIZAT LALLEYRIAT,1,C2,3
01140,01348,ST DIDIER SUR CHALARONNE,2,A2,2
01140,01188,ILLIAT,2,A2,2
01140,01295,PEYZIEUX SUR SAONE,2,A2,2
01140,01167,GARNERANS,2,A2,2
01140,01420,THOISSEY,2,A2,2
01140,01428,VALEINS,2,A2,2
01140,01252,MOGNENEINS,2,A2,2
01140,01351,ST ETIENNE SUR CHALARONNE,2,A2,2
01150,01047,BLYES,1,C2,3
01150,01386,ST SORLIN EN BUGEY,1,C2,3
01150,01431,VAUX EN BUGEY,1,C2,3
01150,01366,STE JULIE,1,C2,3
01150,01390,ST VULBAS,1,C2,3
01150,01396,SAULT BRENAZ,1,C2,3
01150,01411,SOUCLIN,1,C2,3
01150,01444,VILLEBOIS,1,C2,3
01150,01099,CHAZEY SUR AIN,1,C2,3
01150,01202,LAGNIEU,1,C2,3
01150,01213,LEYMENT,1,C2,3
01160,01151,DRUILLAT,1,A2,3
01160,01273,NEUVILLE SUR AIN,1,A2,3
01160,01304,PONT D AIN,1,A2,3
01160,01374,ST MARTIN DU MONT,1,A2,3
01160,01425,LA TRANCLIERE,1,A2,3
01160,01430,VARAMBON,1,A2,3
01160,01314,PRIAY,1,A2,3
01170,01173,GEX,1,C2,3
01170,01399,SEGNY,1,C2,3
01170,01103,CHEVRY,1,C2,3
01170,01135,CROZET,1,C2,3
01170,01436,VESANCY,1,C2,3
01170,01071,CESSY,1,C2,3
01170,01247,MIJOUX,1,C2,3
01170,01153,ECHENEVEX,1,C2,3
01190,01050,BOISSEY,2,A2,2
01190,01284,OZAN,2,A2,2
01190,01175,GORREVOD,2,A2,2
01190,01323,REYSSOUZE,2,A2,2
01190,01337,ST BENIGNE,2,A2,2
01190,01402,SERMOYER,2,A2,2
01190,01016,ARBIGNY,2,A2,2
01190,01102,CHEVROUX,2,A2,2
01190,01352,ST ETIENNE SUR REYSSOUZE,2,A2,2
01190,01057,BOZ,2,A2,2
01190,01094,CHAVANNES SUR REYSSOUZE,2,A2,2
01190,01305,PONT DE VAUX,2,A2,2
01200,74109,ELOISE,1,C2,3
01200,01033,VALSERHONE,1,C2,3
01200,01044,BILLIAT,1,C2,3
01200,01104,CHEZERY FORENS,1,C2,3
01200,01114,CONFORT,1,C2,3
01200,01257,MONTANGES,1,C2,3
01200,01209,LEAZ,1,C2,3
01200,01448,VILLES,1,C2,3
01200,01189,INJOUX GENISSIAT,1,C2,3
01210,01160,FERNEY VOLTAIRE,1,C2,3
01210,01435,VERSONNEX,1,C2,3
01210,01281,ORNEX,1,C2,3
01220,01143,DIVONNE LES BAINS,1,C2,3
01220,01180,GRILLY,1,C2,3
01220,01397,SAUVERNY,1,C2,3
01230,01017,ARGIS,1,C2,3
01230,01107,CLEYZIEU,1,C2,3
01230,01384,ST RAMBERT EN BUGEY,1,C2,3
01230,01421,TORCIEU,1,C2,3
01230,01155,EVOSGES,1,C2,3
01230,01277,NIVOLLET MONTGRIFFON,1,C2,3
01230,01013,ARANDAS,1,C2,3
01230,01279,ONCIEU,1,C2,3
01230,01416,TENAY,1,C2,3
01230,01076,CHALEY,1,C2,3
01230,01111,CONAND,1,C2,3
01240,01211,LENT,1,A2,3
01240,01359,ST GERMAIN SUR RENON,1,A2,3
01240,01085,LA CHAPELLE DU CHATELARD,1,A2,3
01240,01145,DOMPIERRE SUR VEYLE,1,A2,3
01240,01383,ST PAUL DE VARAX,1,A2,3
01240,01069,CERTINES,1,A2,3
01240,01235,MARLIEUX,1,A2,3
01240,01335,ST ANDRE LE BOUCHOUX,1,A2,3
01250,01197,JOURNANS,1,C2,3
01250,01245,BOHAS MEYRIAT RIGNAT,1,C2,3
01250,01125,CORVEISSIAT,1,C2,3
01250,01184,HAUTECOURT ROMANECHE,1,C2,3
01250,01195,JASSERON,1,C2,3
01250,01317,RAMASSE,1,C2,3
01250,01150,DROM,1,C2,3
01250,01177,GRAND CORENT,1,C2,3
01250,01309,POUILLAT,1,C2,3
01250,01369,ST JUST,1,C2,3
01250,01422,TOSSIAT,1,C2,3
01250,01095,NIVIGNE ET SURAN,1,C2,3
01250,01106,CIZE,1,C2,3
01250,01254,MONTAGNAT,1,C2,3
01250,01321,REVONNAS,1,C2,3
01250,01408,SIMANDRE SUR SURAN,1,C2,3
01250,01072,CEYZERIAT,1,C2,3
01250,01447,VILLEREVERSURE,1,C2,3
01260,01036,VALROMEY SUR SERAN,1,C2,3
01260,01187,HAUT VALROMEY,1,C2,3
01260,01453,ARVIERE EN VALROMEY,1,C2,3
01260,01079,CHAMPAGNE EN VALROMEY,1,C2,3
01260,01330,RUFFIEU,1,C2,3
01270,01108,COLIGNY,2,A2,3
01270,01147,DOMSURE,2,A2,3
01270,01029,BEAUPONT,2,A2,3
01270,01391,SALAVRE,2,A2,3
01270,01296,PIRAJOUX,2,A2,3
01270,01432,VERJON,2,A2,3
01270,01445,VILLEMOTIER,2,A2,3
01280,01313,PREVESSIN MOENS,1,C2,3
01290,01042,BEY,2,A2,2
01290,01123,CORMORANCHE SUR SAONE,2,A2,2
01290,01203,LAIZ,2,A2,2
01290,01134,CROTTET,2,A2,2
01290,01136,CRUZILLES LES MEPILLAT,2,A2,2
01290,01306,PONT DE VEYLE,2,A2,2
01290,01334,ST ANDRE D HUIRIAT,2,A2,2
01290,01365,ST JEAN SUR VEYLE,2,A2,2
01290,01046,BIZIAT,2,A2,2
01290,01179,GRIEGES,2,A2,2
01300,01015,ARBOYS EN BUGEY,1,C2,3
01300,01009,ANDERT ET CONDON,1,C2,3
01300,01141,CUZIEU,1,C2,3
01300,01310,PREMEYZEL,1,C2,3
01300,01061,BRENS,1,C2,3
01300,01116,CONTREVOZ,1,C2,3
01300,01193,IZIEU,1,C2,3
01300,01227,MAGNIEU,1,C2,3
01300,01239,MASSIGNIEU DE RIVES,1,C2,3
01300,01294,PEYRIEU,1,C2,3
01300,01358,ST GERMAIN LES PAROISSES,1,C2,3
01300,01006,AMBLEON,1,C2,3
01300,01034,BELLEY,1,C2,3
01300,01098,CHAZEY BONS,1,C2,3
01300,01110,COLOMIEU,1,C2,3
01300,01268,MURS ET GELIGNIEUX,1,C2,3
01300,01338,GROSLEE ST BENOIT,1,C2,3
01300,01454,VIRIGNIN,1,C2,3
01300,01058,BREGNIER CORDON,1,C2,3
01300,01117,CONZIEU,1,C2,3
01300,01234,MARIGNIEU,1,C2,3
01300,01286,PARVES ET NATTAGES,1,C2,3
01310,01115,CONFRANCON,1,A2,2
01310,01375,ST MARTIN LE CHATEL,1,A2,2
01310,01385,ST REMY,1,A2,2
01310,01259,MONTCET,1,A2,2
01310,01301,POLLIAT,1,A2,2
01310,01264,MONTRACOL,1,A2,2
01310,01065,BUELLAS,1,A2,2
01310,01140,CURTAFOND,1,A2,2
01320,01090,CHATENAY,2,A2,3
01320,01129,CRANS,2,A2,3
01320,01449,VILLETTE SUR AIN,2,A2,3
01320,01092,CHATILLON LA PALUD,2,A2,3
01320,01074,CHALAMONT,2,A2,3
01320,01381,ST NIZIER LE DESERT,2,A2,3
01330,01045,BIRIEUX,2,A2,2
01330,01005,AMBERIEUX EN DOMBES,2,A2,2
01330,01382,STE OLIVE,2,A2,2
01330,01434,VERSAILLEUX,2,A2,2
01330,01052,BOULIGNEUX,2,A2,2
01330,01207,LAPEYROUSE,2,A2,2
01330,01299,LE PLANTAY,2,A2,2
01330,01443,VILLARS LES DOMBES,2,A2,2
01340,01266,MONTREVEL EN BRESSE,2,A2,2
01340,01130,BRESSE VALLONS,2,A2,2
01340,01229,MALAFRETAZ,2,A2,2
01340,01236,MARSONNAS,2,A2,2
01340,01024,ATTIGNAT,2,A2,2
01340,01040,BEREZIAT,2,A2,2
01340,01196,JAYAT,2,A2,2
01340,01346,ST DIDIER D AUSSIAT,2,A2,2
01340,01387,ST SULPICE,2,A2,2
01340,01163,FOISSIAT,2,A2,2
01350,01138,CULOZ,1,C2,3
01350,01162,FLAXIEU,1,C2,3
01350,01010,ANGLEFORT,1,C2,3
01350,01302,POLLIEU,1,C2,3
01350,01039,BEON,1,C2,3
01350,01073,CEYZERIEU,1,C2,3
01350,01133,CRESSIN ROCHEFORT,1,C2,3
01350,01456,VONGNES,1,C2,3
01350,01208,LAVOURS,1,C2,3
01360,01224,LOYETTES,2,A2,3
01360,01032,BELIGNEUX,2,A2,3
01360,01027,BALAN,2,A2,3
01360,01062,BRESSOLLES,2,A2,3
01370,01350,ST ETIENNE DU BOIS,2,A2,3
01370,01426,VAL REVERMONT,2,A2,3
01370,01127,COURMANGOUX,2,A2,3
01370,01038,BENY,2,A2,3
01370,01241,MEILLONNAS,2,A2,3
01380,01025,BAGE DOMMARTIN,2,A2,2
01380,01026,BAGE LE CHATEL,2,A2,2
01380,01050,BOISSEY,2,A2,2
01380,01343,ST CYR SUR MENTHON,2,A2,2
01380,01332,ST ANDRE DE BAGE,2,A2,2
01380,01355,ST GENIS SUR MENTHON,2,A2,2
01390,01318,RANCE,2,A2,2
01390,01362,ST JEAN DE THURIGNEUX,2,A2,2
01390,01105,CIVRIEUX,2,A2,2
01390,01248,MIONNAY,2,A2,2
01390,01371,ST MARCEL,2,A2,2
01390,01424,TRAMOYES,2,A2,2
01390,01333,ST ANDRE DE CORCY,2,A2,2
01390,01261,MONTHIEUX,2,A2,2
01400,01084,CHANOZ CHATENAY,2,A2,2
01400,01093,CHATILLON SUR CHALARONNE,2,A2,2
01400,01146,DOMPIERRE SUR CHALARONNE,2,A2,2
01400,01001,L ABERGEMENT CLEMENCIAT,2,A2,2
01400,01393,SANDRANS,2,A2,2
01400,01412,SULIGNAT,2,A2,2
01400,01113,CONDEISSIAT,2,A2,2
01400,01272,NEUVILLE LES DAMES,2,A2,2
01400,01328,ROMANS,2,A2,2
01400,01356,ST GEORGES SUR RENON,2,A2,2
01410,01081,CHAMPFROMIER,1,C2,3
01410,01210,LELEX,1,C2,3
01410,01247,MIJOUX,1,C2,3
01410,39274,LAJOUX,1,C2,3
01410,01104,CHEZERY FORENS,1,C2,3
01420,01407,SEYSSEL,1,C2,3
01420,01215,SURJOUX LHOPITAL,1,C2,3
01420,01118,CORBONOD,1,C2,3
01420,01082,CHANAY,1,C2,3
01430,01101,CHEVILLARD,1,C2,3
01430,01206,LANTENAY,1,C2,3
01430,01373,ST MARTIN DU FRENE,1,C2,3
01430,01067,CEIGNES,1,C2,3
01430,01228,MAILLAT,1,C2,3
01430,01282,OUTRIAZ,1,C2,3
01430,01293,PEYRIAT,1,C2,3
01430,01441,VIEU D IZENAVE,1,C2,3
01430,01112,CONDAMINE,1,C2,3
01430,01191,IZENAVE,1,C2,3
01440,01451,VIRIAT,1,A2,3
01450,01051,BOLOZON,1,C2,3
01450,01331,ST ALBAN,1,C2,3
01450,01404,SERRIERES SUR AIN,1,C2,3
01450,01242,MERIGNAT,1,C2,3
01450,01200,LABALME,1,C2,3
01450,01068,CERDON,1,C2,3
01450,01077,CHALLES LA MONTAGNE,1,C2,3
01450,01214,LEYSSARD,1,C2,3
01450,01303,PONCIN,1,C2,3
01460,01267,NURIEUX VOLOGNAT,1,C2,3
01460,01269,NANTUA,1,C2,3
01460,01170,BEARD GEOVREISSIAT,1,C2,3
01460,01307,PORT,1,C2,3
01460,01265,MONTREAL LA CLUSE,1,C2,3
01460,01063,BRION,1,C2,3
01470,01064,BRIORD,1,C2,3
01470,01403,SERRIERES DE BRIORD,1,C2,3
01470,01400,SEILLONNAZ,1,C2,3
01470,01037,BENONCES,1,C2,3
01470,01255,MONTAGNIEU,1,C2,3
01480,01157,FAREINS,2,A2,2
01480,01166,FRANS,2,A2,2
01480,01398,SAVIGNEUX,2,A2,2
01480,01194,JASSANS RIOTTIER,2,A2,2
01480,01243,MESSIMY SUR SAONE,2,A2,2
01480,01030,BEAUREGARD,2,A2,2
01480,01446,VILLENEUVE,2,A2,2
01480,01075,CHALEINS,2,A2,2
01480,01021,ARS SUR FORMANS,2,A2,2
01500,01004,AMBERIEU EN BUGEY,1,C2,3
01500,01008,AMBUTRIX,1,C2,3
01500,01149,DOUVRES,1,C2,3
01500,01041,BETTANT,1,C2,3
01500,01345,ST DENIS EN BUGEY,1,C2,3
01500,01007,AMBRONAY,1,C2,3
01500,01089,CHATEAU GAILLARD,1,C2,3
01500,01379,ST MAURICE DE REMENS,1,C2,3
01510,01019,ARMIX,1,C2,3
01510,01022,ARTEMARE,1,C2,3
01510,01100,CHEIGNIEU LA BALME,1,C2,3
01510,01453,ARVIERE EN VALROMEY,1,C2,3
01510,01066,LA BURBANCHE,1,C2,3
01510,01280,ORDONNAZ,1,C2,3
01510,01329,ROSSILLON,1,C2,3
01510,01452,VIRIEU LE GRAND,1,C2,3
01510,01415,TALISSIEU,1,C2,3
01510,01098,CHAZEY BONS,1,C2,3
01510,01372,ST MARTIN DE BAVEL,1,C2,3
01540,01368,ST JULIEN SUR VEYLE,2,A2,2
01540,01457,VONNAS,2,A2,2
01540,01291,PERREX,2,A2,2
01550,01109,COLLONGES,1,C2,3
01550,01308,POUGNY,1,C2,3
01550,01158,FARGES,1,C2,3
01560,01212,LESCHEROUX,2,A2,2
01560,01367,ST JULIEN SUR REYSSOUZE,2,A2,2
01560,01380,ST NIZIER LE BOUCHOUX,2,A2,2
01560,01230,MANTENAY MONTLIN,2,A2,2
01560,01139,CURCIAT DONGALON,2,A2,2
01560,01364,ST JEAN SUR REYSSOUZE,2,A2,2
01560,01406,SERVIGNAT,2,A2,2
01560,01124,CORMOZ,2,A2,2
01560,01128,COURTES,2,A2,2
01560,01433,VERNOUX,2,A2,2
01560,01437,VESCOURS,2,A2,2
01560,01388,ST TRIVIER DE COURTES,2,A2,2
01570,01231,MANZIAT,2,A2,2
01570,01023,ASNIERES SUR SAONE,2,A2,2
01570,01439,VESINES,2,A2,2
01570,01159,FEILLENS,2,A2,2
01580,01240,MATAFELON GRANGES,1,C2,3
01580,01392,SAMOGNAT,1,C2,3
01580,01410,SONTHONNAX LA MONTAGNE,1,C2,3
01580,01192,IZERNORE,1,C2,3
01590,39283,LAVANCIA EPERCY,1,C2,3
01590,01148,DORTAN,1,C2,3
01590,39102,CHANCIA,1,C2,3
01600,01250,MISERIEUX,2,A2,2
01600,01339,ST BERNARD,2,A2,2
01600,01427,TREVOUX,2,A2,2
01600,01353,STE EUPHEMIE,2,A2,2
01600,01322,REYRIEUX,2,A2,2
01600,01347,ST DIDIER DE FORMANS,2,A2,2
01600,01238,MASSIEUX,2,A2,2
01600,01285,PARCIEUX,2,A2,2
01600,01423,TOUSSIEUX,2,A2,2
01630,01078,CHALLEX,1,C2,3
01630,01354,ST GENIS POUILLY,1,C2,3
01630,01360,ST JEAN DE GONVILLE,1,C2,3
01630,01401,SERGY,1,C2,3
01630,01288,PERON,1,C2,3
01640,01002,L ABERGEMENT DE VAREY,1,C2,3
01640,01056,BOYEUX ST JEROME,1,C2,3
01640,01363,ST JEAN LE VIEUX,1,C2,3
01640,01199,JUJURIEUX,1,C2,3
01660,01096,CHAVEYRIAT,2,A2,2
01660,01429,VANDEINS,2,A2,2
01660,01246,MEZERIAT,2,A2,2
01680,01216,LHUIS,1,C2,3
01680,01219,LOMPNAS,1,C2,3
01680,01190,INNIMOND,1,C2,3
01680,01338,GROSLEE ST BENOIT,1,C2,3
01680,01233,MARCHAMP,1,C2,3
01700,01275,NEYRON,2,A2,2
01700,01249,MIRIBEL,2,A2,2
01700,01376,ST MAURICE DE BEYNOST,2,A2,2
01700,01043,BEYNOST,2,A2,2
01710,01419,THOIRY,1,C2,3
01750,01320,REPLONGES,2,A2,2
01750,01134,CROTTET,2,A2,2
01750,01370,ST LAURENT SUR SAONE,2,A2,2
01800,01054,BOURG ST CHRISTOPHE,2,A2,3
01800,01156,FARAMANS,2,A2,3
01800,01260,LE MONTELLIER,2,A2,3
01800,01325,RIGNIEUX LE FRANC,2,A2,3
01800,01450,VILLIEU LOYES MOLLON,2,A2,3
01800,01244,MEXIMIEUX,2,A2,3
01800,01290,PEROUGES,2,A2,3
01800,01349,ST ELOI,2,A2,3
01800,01198,JOYEUX,2,A2,3
01800,01378,ST MAURICE DE GOURDANS,2,A2,3
01800,01088,CHARNOZ SUR AIN,2,A2,3
01800,01361,ST JEAN DE NIOST,2,A2,3
01851,01232,MARBOZ,2,A2,3
01960,01405,SERVAS,1,A2,3
01960,01289,PERONNAS,1,A2,3
01960,01336,ST ANDRE SUR VIEUX JONC,1,A2,3
01990,01319,RELEVANT,2,A2,2
01990,01028,BANEINS,2,A2,2
01990,01083,CHANEINS,2,A2,2
01990,01389,ST TRIVIER SUR MOIGNANS,2,A2,2
02000,02157,CHAMBRY,2,A1,1
02000,02311,FILAIN,2,A1,1
02000,02497,MONS EN LAONNOIS,2,A1,1
02000,02499,MONTBAVIN,2,A1,1
02000,02108,BOURGUIGNON SOUS MONTBAVIN,2,A1,1
02000,02155,CHAILLEVOIS,2,A1,1
02000,02180,CHERY LES POUILLY,2,A1,1
02000,02191,CHIVY LES ETOUVELLES,2,A1,1
02000,02196,CLACY ET THIERRET,2,A1,1
02000,02037,AULNOIS SOUS LAON,2,A1,1
02000,02046,BARENTON BUGNY,2,A1,1
02000,02478,MERLIEUX ET FOUQUEROLLES,2,A1,1
02000,02490,MONAMPTEUIL,2,A1,1
02000,02589,PARGNY FILAIN,2,A1,1
02000,02661,ROYAUCOURT ET CHAILVET,2,A1,1
02000,02787,VERNEUIL SUR SERRE,2,A1,1
02000,02047,BARENTON CEL,2,A1,1
02000,02183,CHEVREGNY,2,A1,1
02000,02294,ETOUVELLES,2,A1,1
02000,02755,URCEL,2,A1,1
02000,02115,BRAYE EN LAONNOIS,2,A1,1
02000,02174,CHAVIGNON,2,A1,1
02000,02407,LANISCOURT,2,A1,1
02000,02408,LAON,2,A1,1
02000,02489,MOLINCHART,2,A1,1
02000,02765,VAUCELLES ET BEFFECOURT,2,A1,1
02100,02288,ESSIGNY LE PETIT,2,A1,1
02100,02303,FAYET,2,A1,1
02100,02371,HARLY,2,A1,1
02100,02659,ROUVROY,2,A1,1
02100,02355,GRICOURT,2,A1,1
02100,02525,MORCOURT,2,A1,1
02100,02571,OMISSY,2,A1,1
02100,02549,NEUVILLE ST AMAND,2,A1,1
02100,02637,REMAUCOURT,2,A1,1
02100,02691,ST QUENTIN,2,A1,1
02100,02420,LESDINS,2,A1,1
02110,02057,BEAUREVOIR,2,A1,2
02110,02319,FONSOMME,2,A1,2
02110,02618,PREMONT,2,A1,2
02110,02635,RAMICOURT,2,A1,2
02110,02006,AISONVILLE ET BERNOVILLE,2,A1,2
02110,02322,FONTAINE NOTRE DAME,2,A1,2
02110,02358,GROUGIS,2,A1,2
02110,02112,BRANCOURT LE GRAND,2,A1,2
02110,02310,FIEULAINE,2,A1,2
02110,02769,VAUX ANDIGNY,2,A1,2
02110,02647,RIBEAUVILLE,2,A1,2
02110,02683,ST MARTIN RIVIERE,2,A1,2
02110,02709,SERAIN,2,A1,2
02110,02760,LA VALLEE MULATRE,2,A1,2
02110,02061,BECQUIGNY,2,A1,2
02110,02095,BOHAIN EN VERMANDOIS,2,A1,2
02110,02240,CROIX FONSOMME,2,A1,2
02110,02293,ETAVES ET BOCQUIAUX,2,A1,2
02110,02323,FONTAINE UTERTE,2,A1,2
02110,02488,MOLAIN,2,A1,2
02110,02500,MONTBREHAIN,2,A1,2
02110,02511,MONTIGNY EN ARROUAISE,2,A1,2
02110,02703,SEBONCOURT,2,A1,2
02120,02070,BERNOT,2,A1,1
02120,02244,CRUPILLY,2,A1,1
02120,02361,GUISE,2,A1,1
02120,02450,MACQUIGNY,2,A1,1
02120,02757,VADENCOURT,2,A1,1
02120,02206,COLONFAY,2,A1,1
02120,02313,FLAVIGNY LE GRAND ET BEAURAIN,2,A1,1
02120,02403,LANDIFAY ET BERTAIGNEMONT,2,A1,1
02120,02035,AUDIGNY,2,A1,1
02120,02379,LE HERIE LA VIEVILLE,2,A1,1
02120,02422,LESQUIELLES ST GERMAIN,2,A1,1
02120,02832,WIEGE FATY,2,A1,1
02120,02469,MARLY GOMONT,2,A1,1
02120,02629,PUISIEUX ET CLANLIEU,2,A1,1
02120,02654,ROMERY,2,A1,1
02120,02376,HAUTEVILLE,2,A1,1
02120,02455,MALZY,2,A1,1
02120,02494,MONCEAU SUR OISE,2,A1,1
02120,02563,NOYALES,2,A1,1
02120,02625,PROIX,2,A1,1
02120,02668,SAINS RICHAUMONT,2,A1,1
02120,02753,TUPIGNY,2,A1,1
02120,02814,VILLERS LES GUISE,2,A1,1
02120,02188,CHIGNY,2,A1,1
02120,02624,PROISY,2,A1,1
02120,02783,GRAND VERLY,2,A1,1
02130,02220,COULONGES COHAN,2,A1,1
02130,02227,COURMONT,2,A1,1
02130,02351,GOUSSANCOURT,2,A1,1
02130,02442,LOUPEIGNE,2,A1,1
02130,02699,SAPONAY,2,A1,1
02130,02794,VEZILLY,2,A1,1
02130,02127,BRUYERES SUR FERE,2,A1,1
02130,02022,ARCY STE RESTITUE,2,A1,1
02130,02193,CIERGES,2,A1,1
02130,02233,CRAMAILLE,2,A1,1
02130,02332,FRESNES EN TARDENOIS,2,A1,1
02130,02712,SERGY,2,A1,1
02130,02816,VILLERS SUR FERE,2,A1,1
02130,02271,DRAVEGNY,2,A1,1
02130,02462,MAREUIL EN DOLE,2,A1,1
02130,02713,SERINGES ET NESLES,2,A1,1
02130,02083,BEUVARDES,2,A1,1
02130,02305,FERE EN TARDENOIS,2,A1,1
02130,02655,RONCHERES,2,A1,1
02130,02806,VILLENEUVE SUR FERE,2,A1,1
02130,02809,VILLERS AGRON AIGUIZY,2,A1,1
02140,02116,BRAYE EN THIERACHE,2,A1,1
02140,02321,FONTAINE LES VERVINS,2,A1,1
02140,02535,NAMPCELLES LA COUR,2,A1,1
02140,02608,PLOMION,2,A1,1
02140,02623,PRISCES,2,A1,1
02140,02681,ST GOBERT,2,A1,1
02140,02759,LA VALLEE AU BLE,2,A1,1
02140,02826,VOULPAIX,2,A1,1
02140,02331,FRANQUEVILLE,2,A1,1
02140,02341,GERCY,2,A1,1
02140,02357,GRONARD,2,A1,1
02140,02384,HOURY,2,A1,1
02140,02401,LAIGNY,2,A1,1
02140,02405,LANDOUZY LA VILLE,2,A1,1
02140,02044,BANCIGNY,2,A1,1
02140,02740,THENAILLES,2,A1,1
02140,02377,HAUTION,2,A1,1
02140,02391,JEANTES,2,A1,1
02140,02789,VERVINS,2,A1,1
02140,02404,LANDOUZY LA COUR,2,A1,1
02140,02416,LEME,2,A1,1
02140,02444,LUGNY,2,A1,1
02140,02652,ROGNY,2,A1,1
02140,02823,VOHARIES,2,A1,1
02140,02369,HARCIGNY,2,A1,1
02140,02373,HARY,2,A1,1
02140,02463,MARFONTAINE,2,A1,1
02140,02688,ST PIERRE LES FRANQUEVILLE,2,A1,1
02140,02731,LE SOURD,2,A1,1
02140,02109,LA BOUTEILLE,2,A1,1
02140,02136,BURELLES,2,A1,1
02140,02256,DAGNY LAMBERCY,2,A1,1
02140,02657,ROUGERIES,2,A1,1
02150,02720,SISSONNE,2,A1,1
02150,02553,NIZY LE COMTE,2,A1,1
02150,02409,LAPPION,2,A1,1
02150,02705,LA SELVE,2,A1,1
02160,02208,CONCEVREUX,2,A1,1
02160,02439,LES SEPTVALLONS,2,A1,1
02160,02588,PARGNAN,2,A1,1
02160,02803,LA VILLE AUX BOIS LES PONTAVERT,2,A1,1
02160,02104,BOUFFIGNEREUX,2,A1,1
02160,02250,CUIRY LES CHAUDARDES,2,A1,1
02160,02482,MEURIVAL,2,A1,1
02160,02106,BOURG ET COMIN,2,A1,1
02160,02534,MUSCOURT,2,A1,1
02160,02613,PONTAVERT,2,A1,1
02160,02656,ROUCY,2,A1,1
02160,02396,JUMIGNY,2,A1,1
02160,02778,VENDRESSE BEAULNE,2,A1,1
02160,02453,MAIZY,2,A1,1
02160,02531,MOUSSY VERNEUIL,2,A1,1
02160,02612,PONT ARCY,2,A1,1
02160,02715,SERVAL,2,A1,1
02160,02058,BEAURIEUX,2,A1,1
02160,02091,BLANZY LES FISMES,2,A1,1
02160,02171,CHAUDARDES,2,A1,1
02160,02530,MOULINS,2,A1,1
02160,02565,OEUILLY,2,A1,1
02160,02582,PAISSY,2,A1,1
02160,02730,SOUPIR,2,A1,1
02160,02797,VIEL ARCY,2,A1,1
02160,02234,CRAONNE,2,A1,1
02160,02235,CRAONNELLE,2,A1,1
02160,02252,CUISSY ET GENY,2,A1,1
02160,02364,GUYENCOURT,2,A1,1
02160,02578,OULCHES LA VALLEE FOULON,2,A1,1
02160,02764,VASSOGNE,2,A1,1
02170,02324,FONTENELLE,2,A1,2
02170,02558,LE NOUVION EN THIERACHE,2,A1,2
02170,02050,BARZY EN THIERACHE,2,A1,2
02170,02286,ESQUEHERIES,2,A1,2
02170,02419,LESCHELLE,2,A1,2
02190,02073,BERRY AU BAC,2,A1,1
02190,02211,CONDE SUR SUIPPE,2,A1,1
02190,02626,PROUVAIS,2,A1,1
02190,02076,BERTRICOURT,2,A1,1
02190,02013,AMIFONTAINE,2,A1,1
02190,02572,ORAINVILLE,2,A1,1
02190,02601,PIGNICOURT,2,A1,1
02190,02360,VILLENEUVE SUR AISNE,2,A1,1
02190,02627,PROVISEUX ET PLESNOY,2,A1,1
02190,02005,AGUILCOURT,2,A1,1
02190,02440,LOR,2,A1,1
02190,02761,VARISCOURT,2,A1,1
02190,02299,EVERGNICOURT,2,A1,1
02190,02399,JUVINCOURT ET DAMARY,2,A1,1
02190,02454,LA MALMAISON,2,A1,1
02190,02541,NEUFCHATEL SUR AISNE,2,A1,1
02200,02154,CHACRISE,2,A1,1
02200,02564,NOYANT ET ACONIN,2,A1,1
02200,02780,VENIZEL,2,A1,1
02200,02172,CHAUDUN,2,A1,1
02200,02012,AMBRIEF,2,A1,1
02200,02089,BILLY SUR AISNE,2,A1,1
02200,02226,COURMELLES,2,A1,1
02200,02706,SEPTMONTS,2,A1,1
02200,02767,VAUXREZIS,2,A1,1
02200,02770,VAUXBUIN,2,A1,1
02200,02477,MERCIN ET VAUX,2,A1,1
02200,02485,MISSY AUX BOIS,2,A1,1
