Code_postal,Code_commune_INSEE,Nom_commune,Vent,Neige,Seisme
23130,23209,ST LOUP,1,A2,2
23130,23058,LE CHAUCHET,1,A2,2
23130,23097,ISSOUDUN LETRIEIX,1,A2,2
23130,23159,PUY MALSIGNAT,1,A2,2
23130,23185,ST CHABRAIS,1,A2,2
23140,23068,CRESSAT,1,A2,2
23140,23100,JARNAGES,1,A2,2
23140,23149,PARSAC RIMONDEIX,1,A2,2
23140,23262,VIGEVILLE,1,A2,2
23140,23072,DOMEYROT,1,A2,2
23140,23154,PIONNAT,1,A2,2
23140,23023,BLAUDEIX,1,A2,2
23140,23243,ST SILVAIN SOUS TOULX,1,A2,2
23150,23001,AHUN,1,A2,2
23150,23105,LAVAVEIX LES MINES,1,A2,2
23150,23107,LEPINAS,1,A2,2
23150,23229,ST PARDOUX LES CARDS,1,A2,2
23150,23118,MAISONNISSES,1,A2,2
23150,23214,ST MARTIAL LE MONT,1,A2,2
23150,23128,MAZEIRAT,1,A2,2
23150,23201,ST HILAIRE LA PLAINE,1,A2,2
23150,23250,ST YRIEIX LES BOIS,1,A2,2
23150,23138,MOUTIER D AHUN,1,A2,2
23150,23175,SOUS PARSAT,1,A2,2
23160,23018,BAZELAT,1,A2,2
23160,23199,ST GERMAIN BEAUPRE,1,A2,2
23160,23015,AZERABLES,1,A2,2
23160,23070,CROZANT,1,A2,2
23160,23239,ST SEBASTIEN,1,A2,2
23160,23050,LA CHAPELLE BALOUE,1,A2,2
23170,23035,BUDELIERE,1,A2,2
23170,23045,CHAMBON SUR VOUEIZE,1,A2,2
23170,23114,LUSSAT,1,A2,2
23170,23261,VIERSAT,1,A2,2
23170,23009,AUGE,1,A2,2
23170,23251,TARDES,1,A2,2
23170,23259,VERNEIGES,1,A2,2
23170,23106,LEPAUD,1,A2,2
23170,23145,NOUHANT,1,A2,2
23190,23241,ST SILVAIN BELLEGARDE,1,A2,2
23190,23190,ST DOMET,1,A2,2
23190,23020,BELLEGARDE EN MARCHE,1,A2,2
23190,23048,CHAMPAGNAT,1,A2,2
23190,23127,MAUTES,1,A2,2
23190,23113,LUPERSAT,1,A2,2
23190,23172,LA SERRE BUSSIERE VIEILLE,1,A2,2
23200,23180,ST AMAND,1,A2,2
23200,23182,ST AVIT DE TARDES,1,A2,2
23200,23024,BLESSAC,1,A2,2
23200,23142,NEOUX,1,A2,2
23200,23210,ST MAIXANT,1,A2,2
23200,23028,BOSROGER,1,A2,2
23200,23140,MOUTIER ROZEILLE,1,A2,2
23200,23220,ST MEDARD LA ROCHETTE,1,A2,2
23200,23003,ALLEYRAT,1,A2,2
23200,23008,AUBUSSON,1,A2,2
23200,23179,ST ALPINIEN,1,A2,2
23200,23228,ST PARDOUX LE NEUF,1,A2,2
23200,23059,LA CHAUSSADE,1,A2,2
23200,23211,ST MARC A FRONGIER,1,A2,2
23210,23011,AULON,1,A2,2
23210,23010,AUGERES,1,A2,2
23210,23021,BENEVENT L ABBAYE,1,A2,2
23210,23014,AZAT CHATENET,1,A2,2
23210,23042,CEYROUX,1,A2,2
23210,23137,MOURIOUX VIEILLEVILLE,1,A2,2
23210,23006,ARRENES,1,A2,2
23210,23124,MARSAC,1,A2,2
23220,23025,BONNAT,1,A2,2
23220,23029,LE BOURG D HEM,1,A2,2
23220,23062,CHENIERS,1,A2,2
23220,23101,JOUILLAT,1,A2,2
23220,23044,CHAMBON STE CROIX,1,A2,2
23220,23109,LINARD MALVAL,1,A2,2
23220,23136,MORTROUX,1,A2,2
23220,23049,CHAMPSANGLARD,1,A2,2
23220,23139,MOUTIER MALCARD,1,A2,2
23230,23026,BORD ST GEORGES,1,A2,2
23230,23093,GOUZON,1,A2,2
23230,23255,TROIS FONDS,1,A2,2
23230,23040,LA CELLE SOUS GOUZON,1,A2,2
23240,23047,CHAMBORAND,1,A2,2
23240,23111,LIZIERES,1,A2,2
23240,23095,LE GRAND BOURG,1,A2,2
23240,23236,ST PRIEST LA PLAINE,1,A2,2
23250,23051,LA CHAPELLE ST MARTIAL,1,A2,2
23250,23099,JANAILLAT,1,A2,2
23250,23060,CHAVANAT,1,A2,2
23250,23197,ST GEORGES LA POUGE,1,A2,2
23250,23157,LA POUGE,1,A2,2
23250,23173,SOUBREBOST,1,A2,2
23250,23202,ST HILAIRE LE CHATEAU,1,A2,2
23250,23260,VIDAILLAT,1,A2,2
23250,23155,PONTARION,1,A2,2
23250,23168,SARDENT,1,A2,2
23250,23253,THAURON,1,A2,2
23260,23119,MALLERET,1,A2,2
23260,23129,LA MAZIERE AUX BONS HOMMES,1,A2,2
23260,23218,ST MAURICE PRES CROCQ,1,A2,2
23260,23017,BASVILLE,1,A2,2
23260,23069,CROCQ,1,A2,2
23260,23225,ST ORADOUX PRES CROCQ,1,A2,2
23260,23019,BEISSAT,1,A2,2
23260,23184,ST BARD,1,A2,2
23260,23226,ST PARDOUX D ARNET,1,A2,2
23260,23081,FLAYAT,1,A2,2
23260,23156,PONTCHARRAUD,1,A2,2
23260,23178,ST AGNANT PRES CROCQ,1,A2,2
23260,23115,MAGNAT L ETRANGE,1,A2,2
23260,23265,LA VILLENEUVE,1,A2,2
23260,23266,LA VILLETELLE,1,A2,2
23270,23162,ROCHES,1,A2,2
23270,23057,CHATELUS MALVALEIX,1,A2,2
23270,23022,BETETE,1,A2,2
23270,23064,CLUGNAT,1,A2,2
23270,23098,JALESCHES,1,A2,2
23270,23102,LADAPEYRE,1,A2,2
23270,23188,ST DIZIER LES DOMAINES,1,A2,2
23290,23192,FURSAC,1,A2,2
23300,23207,ST LEGER BRIDEREIX,1,A2,2
23300,23143,NOTH,1,A2,2
23300,23258,VAREILLES,1,A2,2
23300,23177,ST AGNANT DE VERSILLAT,1,A2,2
23300,23219,ST MAURICE LA SOUTERRAINE,1,A2,2
23300,23235,ST PRIEST LA FEUILLE,1,A2,2
23300,23176,LA SOUTERRAINE,1,A2,2
23320,23132,MONTAIGUT LE BLANC,1,A2,2
23320,23247,ST VAURY,1,A2,2
23320,23036,BUSSIERE DUNOISE,1,A2,2
23320,23082,FLEURAT,1,A2,2
23320,23242,ST SILVAIN MONTAIGUT,1,A2,2
23320,23088,GARTEMPE,1,A2,2
23340,23090,GENTIOUX PIGEROLLES,1,A2,1
23340,23077,FAUX LA MONTAGNE,1,A2,1
23340,23264,LA VILLEDIEU,1,A2,1
23350,23089,GENOUILLAC,1,A2,2
23350,23041,LA CELLETTE,1,A2,2
23350,23148,NOUZIERS,1,A2,2
23350,23252,TERCILLAT,1,A2,2
23360,23130,MEASNES,1,A2,2
23360,23112,LOURDOUEIX ST PIERRE,1,A2,2
23360,23084,LA FORET DU TEMPLE,1,A2,2
23360,23147,NOUZEROLLES,1,A2,2
23380,23002,AJAIN,1,A2,2
23380,23092,GLENIC,1,A2,2
23400,23027,BOSMOREAU LES MINES,1,A2,2
23400,23181,ST AMAND JARTOUDEIX,1,A2,2
23400,23189,ST DIZIER MASBARAUD,1,A2,2
23400,23205,ST JUNIEN LA BREGERE,1,A2,2
23400,23237,ST PRIEST PALUS,1,A2,2
23400,23030,BOURGANEUF,1,A2,2
23400,23133,MONTBOUCHER,1,A2,2
23400,23012,AURIAT,1,A2,2
23400,23078,FAUX MAZURAS,1,A2,2
23400,23122,MANSAT LA COURRIERE,1,A2,2
23400,23223,ST MOREIL,1,A2,2
23400,23227,ST PARDOUX MORTEROLLES,1,A2,2
23420,23131,MERINCHAL,1,A2,2
23430,23217,ST MARTIN STE CATHERINE,1,A2,2
23430,23056,CHATELUS LE MARCHEIX,1,A2,2
23430,23200,ST GOUSSAUD,1,A2,2
23430,23230,ST PIERRE CHERIGNAT,1,A2,2
23450,23087,FRESSELINES,1,A2,2
23460,23134,LE MONTEIL AU VICOMTE,1,A2,2
23460,23216,ST MARTIN CHATEAU,1,A2,2
23460,23165,ROYERE DE VASSIVIERE,1,A2,2
23460,23212,ST MARC A LOUBAUD,1,A2,2
23460,23232,ST PIERRE BELLEVUE,1,A2,2
23460,23249,ST YRIEIX LA MONTAGNE,1,A2,2
23480,23043,CHAMBERAUD,1,A2,2
23480,23074,LE DONZEIL,1,A2,2
23480,23183,ST AVIT LE PAUVRE,1,A2,2
23480,23222,ST MICHEL DE VEISSE,1,A2,2
23480,23246,ST SULPICE LES CHAMPS,1,A2,2
23480,23007,ARS,1,A2,2
23480,23086,FRANSECHES,1,A2,2
23500,23079,FELLETIN,1,A2,1
23500,23144,LA NOUAILLE,1,A2,1
23500,23158,POUSSANGES,1,A2,1
23500,23063,CLAIRAVAUX,1,A2,1
23500,23198,ST GEORGES NIGREMONT,1,A2,1
23500,23238,ST QUENTIN LA CHABANNE,1,A2,1
23500,23091,GIOUX,1,A2,1
23500,23194,STE FEYRE LA MONTAGNE,1,A2,1
23500,23196,ST FRION,1,A2,1
23500,23071,CROZE,1,A2,1
23600,23038,BUSSIERE ST GEORGES,1,A2,2
23600,23233,ST PIERRE LE BOST,1,A2,2
23600,23104,LAVAUFRANCHE,1,A2,2
23600,23108,LEYRAT,1,A2,2
23600,23031,BOUSSAC,1,A2,2
23600,23146,NOUZERINES,1,A2,2
23600,23174,SOUMANS,1,A2,2
23600,23240,ST SILVAIN BAS LE ROC,1,A2,2
23600,23213,ST MARIEN,1,A2,2
23600,23254,TOULX STE CROIX,1,A2,2
23600,23032,BOUSSAC BOURG,1,A2,2
23600,23120,MALLERET BOUSSAC,1,A2,2
23700,23053,CHARD,1,A2,2
23700,23055,CHATELARD,1,A2,2
23700,23073,DONTREIX,1,A2,2
23700,23110,LIOUX LES MONGES,1,A2,2
23700,23123,LES MARS,1,A2,2
23700,23116,MAINSAT,1,A2,2
23700,23164,ROUGNAT,1,A2,2
23700,23005,ARFEUILLE CHATAIN,1,A2,2
23700,23034,BROUSSE,1,A2,2
23700,23037,BUSSIERE NOUVELLE,1,A2,2
23700,23054,CHARRON,1,A2,2
23700,23013,AUZANCES,1,A2,2
23700,23066,LE COMPAS,1,A2,2
23700,23171,SERMUR,1,A2,2
23800,23039,LA CELLE DUNOISE,1,A2,2
23800,23117,MAISON FEYNE,1,A2,2
23800,23141,NAILLAT,1,A2,2
23800,23065,COLONDANNES,1,A2,2
23800,23075,DUN LE PALESTEL,1,A2,2
23800,23103,LAFAT,1,A2,2
23800,23166,SAGNAT,1,A2,2
23800,23244,ST SULPICE LE DUNOIS,1,A2,2
23800,23263,VILLARD,1,A2,2
24000,24322,PERIGUEUX,1,A2,1
24100,24037,BERGERAC,1,A2,1
24100,24145,CREYSSE,1,A2,1
24100,24237,LEMBRAS,1,A2,1
24100,24437,ST LAURENT DES VIGNES,1,A2,1
24110,24236,LEGUILLAC DE L AUCHE,1,A2,1
24110,24061,BOURROU,1,A2,1
24110,24205,GRIGNOLS,1,A2,1
24110,24372,ST ASTIER,1,A2,1
24110,24442,ST LEON SUR L ISLE,1,A2,1
24110,24251,MANZAC SUR VERN,1,A2,1
24110,24295,MONTREM,1,A2,1
24110,24371,ST AQUILIN,1,A2,1
24120,24321,PAZAYAC,1,A2,1
24120,24547,TERRASSON LAVILLEDIEU,1,A2,1
24120,24030,BEAUREGARD DE TERRASSON,1,A2,1
24120,24116,CHATRES,1,A2,1
24120,24364,COLY ST AMAND,1,A2,1
24120,24580,VILLAC,1,A2,1
24120,24117,LES COTEAUX PERIGOURDINS,1,A2,1
24120,24153,LA DORNAC,1,A2,1
24120,24179,LA FEUILLADE,1,A2,1
24120,24085,LA CASSAGNE,1,A2,1
24130,24413,ST GEORGES BLANCANEIX,1,A2,1
24130,24182,LE FLEIX,1,A2,1
24130,24340,PRIGONRIEUX,1,A2,1
24130,24191,FRAISSE,1,A2,1
24130,24246,LUNAS,1,A2,1
24130,24197,GINESTET,1,A2,1
24130,24259,EYRAUD CREMPSE MAURENS,1,A2,1
24130,24277,MONFAUCON,1,A2,1
24130,24051,BOSSET,1,A2,1
24130,24222,LA FORCE,1,A2,1
24130,24487,ST PIERRE D EYRAUD,1,A2,1
24140,24077,CAMPSEGRET,1,A2,1
24140,24123,CLERMONT DE BEAUREGARD,1,A2,1
24140,24155,DOUVILLE,1,A2,1
24140,24414,ST GEORGES DE MONTCLARD,1,A2,1
24140,24581,VILLAMBLARD,1,A2,1
24140,24031,BEAUREGARD ET BASSAC,1,A2,1
24140,24034,BELEYMAS,1,A2,1
24140,24213,JAURE,1,A2,1
24140,24259,EYRAUD CREMPSE MAURENS,1,A2,1
24140,24345,QUEYSSAC,1,A2,1
24140,24426,ST JEAN D ESTISSAC,1,A2,1
24140,24285,MONTAGNAC LA CREMPSE,1,A2,1
24140,24422,ST HILAIRE D ESTISSAC,1,A2,1
24140,24456,ST MARTIN DES COMBES,1,A2,1
24150,24223,LALINDE,1,A2,1
24150,24228,LANQUAIS,1,A2,1
24150,24088,CAUSE DE CLERANS,1,A2,1
24150,24338,PRESSIGNAC VICQ,1,A2,1
24150,24027,BAYAC,1,A2,1
24150,24260,MAUZAC ET GRAND CASTANG,1,A2,1
24150,24022,BADEFOLS SUR DORDOGNE,1,A2,1
24150,24023,BANEUIL,1,A2,1
24150,24073,CALES,1,A2,1
24150,24334,PONTOURS,1,A2,1
24150,24382,ST CAPRAISE DE LALINDE,1,A2,1
24150,24060,BOURNIQUEL,1,A2,1
24150,24143,COUZE ET ST FRONT,1,A2,1
24150,24566,VARENNES,1,A2,1
24160,24417,ST GERMAIN DES PRES,1,A2,1
24160,24463,ST MEDARD D EXCIDEUIL,1,A2,1
24160,24507,STE TRIE,1,A2,1
24160,24515,SALAGNAC,1,A2,1
24160,24339,PREYSSAC D EXCIDEUIL,1,A2,1
24160,24493,ST RAPHAEL,1,A2,1
24160,24196,GENIS,1,A2,1
24160,24448,ST MARTIAL D ALBAREDE,1,A2,1
24160,24124,CLERMONT D EXCIDEUIL,1,A2,1
24160,24164,EXCIDEUIL,1,A2,1
24160,24429,ST JORY LAS BLOUX,1,A2,1
24160,24476,ST PANTALY D EXCIDEUIL,1,A2,1
24160,24009,ANLHIAC,1,A2,1
24170,24122,CLADECH,1,A2,1
24170,24313,ORLIAC,1,A2,1
24170,24478,ST PARDOUX ET VIELVIC,1,A2,1
24170,24488,ST POMPONT,1,A2,1
24170,24035,PAYS DE BELVES,1,A2,1
24170,24084,CARVES,1,A2,1
24170,24230,LARZAC,1,A2,1
24170,24360,SAGELAT,1,A2,1
24170,24438,ST LAURENT LA VALLEE,1,A2,1
24170,24406,STE FOY DE BELVES,1,A2,1
24170,24416,ST GERMAIN DE BELVES,1,A2,1
24170,24538,SIORAC EN PERIGORD,1,A2,1
24170,24151,DOISSAT,1,A2,1
24170,24293,MONPLAISANT,1,A2,1
24170,24517,SALLES DE BELVES,1,A2,1
24170,24206,GRIVES,1,A2,1
24190,24502,ST SEVERIN D ESTISSAC,1,A2,1
24190,24424,ST JEAN D ATAUX,1,A2,1
24190,24157,DOUZILLAC,1,A2,1
24190,24509,ST VINCENT DE CONNEZAC,1,A2,1
24190,24562,VALLEREUIL,1,A2,1
24190,24309,NEUVIC,1,A2,1
24190,24367,ST ANDRE DE DOUBLE,1,A2,1
24190,24104,CHANTERAC,1,A2,1
24190,24418,ST GERMAIN DU SALEMBRE,1,A2,1
24200,24341,PROISSANS,1,A2,1
24200,24512,ST VINCENT LE PALUEL,1,A2,1
24200,24082,CARSAC AILLAC,1,A2,1
24200,24252,MARCILLAC ST QUENTIN,1,A2,1
24200,24471,STE NATHALENE,1,A2,1
24200,24520,SARLAT LA CANEDA,1,A2,1
24200,24366,ST ANDRE D ALLAS,1,A2,1
24200,24587,VITRAC,1,A2,1
24210,24004,AJAT,1,A2,1
24210,24019,AZERAT,1,A2,1
24210,24025,BARS,1,A2,1
24210,24066,BROUCHAUD,1,A2,1
24210,24241,LIMEYRAT,1,A2,1
24210,24284,MONTAGNAC D AUBEROCHE,1,A2,1
24210,24473,STE ORSE,1,A2,1
24210,24491,ST RABIER,1,A2,1
24210,24324,PEYRIGNAC,1,A2,1
24210,24550,THENON,1,A2,1
24210,24020,LA BACHELLERIE,1,A2,1
24210,24192,GABILLOU,1,A2,1
24210,24188,FOSSEMAGNE,1,A2,1
24220,24036,BERBIGUIERES,1,A2,1
24220,24040,BEYNAC ET CAZENAC,1,A2,1
24220,24142,COUX ET BIGAROQUE MOUZENS,1,A2,1
24220,24268,MEYRALS,1,A2,1
24220,24087,CASTELS ET BEZENAC,1,A2,1
24220,24510,ST VINCENT DE COSSE,1,A2,1
24220,24254,MARNAC,1,A2,1
24220,24006,ALLAS LES MINES,1,A2,1
24220,24396,ST CYPRIEN,1,A2,1
24220,24577,VEZAC,1,A2,1
24230,24370,ST ANTOINE DE BREUILH,1,A2,1
24230,24048,BONNEVILLE ET ST AVIT DE FUMADIERES,1,A2,1
24230,24466,ST MICHEL DE MONTAIGNE,1,A2,1
24230,24568,VELINES,1,A2,1
24230,24226,LAMOTHE MONTRAVEL,1,A2,1
24230,24288,MONTAZEAU,1,A2,1
24230,24289,MONTCARET,1,A2,1
24230,24306,NASTRINGUES,1,A2,1
24230,24501,ST SEURIN DE PRATS,1,A2,1
24230,24514,ST VIVIEN,1,A2,1
24240,24274,MONBAZILLAC,1,A2,1
24240,24349,RAZAC DE SAUSSIGNAC,1,A2,1
24240,24351,RIBAGNAC,1,A2,1
24240,24267,MESCOULES,1,A2,1
24240,24331,POMPORT,1,A2,1
24240,24534,SIGOULES ET FLAUGEAC,1,A2,1
24240,24549,THENAC,1,A2,1
24240,24148,CUNEGES,1,A2,1
24240,24193,GAGEAC ET ROUILLAC,1,A2,1
24240,24357,ROUFFIGNAC DE SIGOULES,1,A2,1
24240,24276,MONESTIER,1,A2,1
24240,24523,SAUSSIGNAC,1,A2,1
24250,24086,CASTELNAUD LA CHAPELLE,1,A2,1
24250,24091,CENAC ET ST JULIEN,1,A2,1
24250,24150,DAGLAN,1,A2,1
24250,24300,NABIRAT,1,A2,1
24250,24207,GROLEJAC,1,A2,1
24250,24063,BOUZIC,1,A2,1
24250,24152,DOMME,1,A2,1
24250,24355,LA ROQUE GAGEAC,1,A2,1
24250,24375,ST AUBIN DE NABIRAT,1,A2,1
24250,24450,ST MARTIAL DE NABIRAT,1,A2,1
24250,24575,VEYRINES DE DOMME,1,A2,1
24250,24184,FLORIMONT GAUMIER,1,A2,1
24250,24395,ST CYBRANET,1,A2,1
24260,24076,CAMPAGNE,1,A2,1
24260,24404,ST FELIX DE REILLAC ET MORTEMART,1,A2,1
24260,24388,ST CHAMASSY,1,A2,1
24260,24524,SAVIGNAC DE MIREMONT,1,A2,1
24260,24377,ST AVIT DE VIALARD,1,A2,1
24260,24067,LE BUGUE,1,A2,1
24260,24217,JOURNIAC,1,A2,1
24260,24261,MAUZENS ET MIREMONT,1,A2,1
24260,24015,AUDRIX,1,A2,1
24260,24172,LES EYZIES,1,A2,1
24270,24320,PAYZAC,1,A2,1
24270,24519,SARLANDE,1,A2,1
24270,24008,ANGOISSE,1,A2,1
24270,24397,ST CYR LES CHAMPAGNES,1,A2,1
24270,24464,ST MESMIN,1,A2,1
24270,24158,DUSSAC,1,A2,1
24270,24227,LANOUAILLE,1,A2,1
24270,24526,SAVIGNAC LEDRIER,1,A2,1
24290,24174,FANLAC,1,A2,1
24290,24364,COLY ST AMAND,1,A2,1
24290,24014,AUBAS,1,A2,1
24290,24018,AURIAC DU PERIGORD,1,A2,1
24290,24106,LA CHAPELLE AUBAREIL,1,A2,1
24290,24443,ST LEON SUR VEZERE,1,A2,1
24290,24175,LES FARGES,1,A2,1
24290,24552,THONAC,1,A2,1
24290,24563,VALOJOULX,1,A2,1
24290,24291,MONTIGNAC LASCAUX,1,A2,1
24290,24531,SERGEAC,1,A2,1
24300,24001,ABJAT SUR BANDIAT,1,A2,2
24300,24458,ST MARTIN LE PIN,1,A2,2
24300,24111,LA CHAPELLE MONTMOREAU,1,A2,2
24300,24209,HAUTEFAYE,1,A2,2
24300,24248,LUSSAS ET NONTRONNEAU,1,A2,2
24300,24410,ST FRONT LA RIVIERE,1,A2,2
24300,24411,ST FRONT SUR NIZONNE,1,A2,2
24300,24525,SAVIGNAC DE NONTRON,1,A2,2
24300,24016,AUGIGNAC,1,A2,2
24300,24056,LE BOURDEIX,1,A2,2
24300,24131,CONNEZAC,1,A2,2
24300,24548,TEYJAT,1,A2,2
24300,24214,JAVERLHAC ET LA CHAPELLE ST ROBERT,1,A2,2
24300,24311,NONTRON,1,A2,2
24300,24451,ST MARTIAL DE VALETTE,1,A2,2
24300,24528,SCEAU ST ANGEL,1,A2,2
24310,24064,BRANTOME EN PERIGORD,1,A2,1
24310,24042,BIRAS,1,A2,1
24310,24319,PAUSSAC ET ST VIVIEN,1,A2,1
24310,24055,BOURDEILLES,1,A2,1
24320,24038,BERTRIC BUREE,1,A2,2
24320,24105,CHAPDEUIL,1,A2,2
24320,24199,GOUT ROSSIGNOL,1,A2,2
24320,24110,LA CHAPELLE MONTABOURLET,1,A2,2
24320,24141,COUTURES,1,A2,2
24320,24109,LA CHAPELLE GRESIGNAC,1,A2,2
24320,24247,LUSIGNAC,1,A2,2
24320,24119,CHERVAL,1,A2,2
24320,24482,ST PAUL LIZONNE,1,A2,2
24320,24554,LA TOUR BLANCHE CERCLES,1,A2,2
24320,24569,VENDOIRE,1,A2,2
24320,24057,BOURG DES MAISONS,1,A2,2
24320,24062,BOUTEILLES ST SEBASTIEN,1,A2,2
24320,24097,CHAMPAGNE ET FONTAINE,1,A2,2
24320,24303,NANTEUIL AURIAC DE BOURZAC,1,A2,2
24320,24434,ST JUST,1,A2,2
24320,24452,ST MARTIAL VIVEYROL,1,A2,2
24320,24573,VERTEILLAC,1,A2,2
24330,24026,BASSILLAC ET AUBEROCHE,1,A2,1
24330,24053,BOULAZAC ISLE MANOIRE,1,A2,1
24330,24484,ST PIERRE DE CHIGNAC,1,A2,1
24330,24421,ST GEYRAC,1,A2,1
24330,24156,LA DOUZE,1,A2,1
24330,24390,ST CREPIN D AUBEROCHE,1,A2,1
24340,24394,STE CROIX DE MAREUIL,1,A2,2
24340,24221,RUDEAU LADOSSE,1,A2,2
24340,24253,MAREUIL EN PERIGORD,1,A2,2
24340,24403,ST FELIX DE BOURDEILLES,1,A2,2
24340,24353,LA ROCHEBEAUCOURT ET ARGENTINE,1,A2,2
24350,24144,CREYSSAC,1,A2,1
24350,24266,MENSIGNAC,1,A2,1
24350,24508,ST VICTOR,1,A2,1
24350,24200,GRAND BRASSAC,1,A2,1
24350,24243,LISLE,1,A2,1
24350,24108,LA CHAPELLE GONAGUET,1,A2,1
24350,24553,TOCANE ST APRE,1,A2,1
24350,24069,BUSSAC,1,A2,1
24350,24154,DOUCHAPT,1,A2,1
24350,24286,MONTAGRIER,1,A2,1
24360,24163,ETOUARS,1,A2,2
24360,24398,ST ESTEPHE,1,A2,2
24360,24565,VARAIGNES,1,A2,2
24360,24381,ST BARTHELEMY DE BUSSIERE,1,A2,2
24360,24541,SOUDAT,1,A2,2
24360,24100,CHAMPNIERS ET REILHAC,1,A2,2
24360,24070,BUSSEROLLES,1,A2,2
24360,24328,PIEGUT PLUVIERS,1,A2,2
24360,24071,BUSSIERE BADIL,1,A2,2
24370,24081,CARLUX,1,A2,1
24370,24089,CAZOULES,1,A2,1
24370,24325,PEYRILLAC ET MILLAC,1,A2,1
24370,24432,ST JULIEN DE LAMPON,1,A2,1
24370,24314,ORLIAGUET,1,A2,1
24370,24535,SIMEYROLS,1,A2,1
24370,24074,CALVIAC EN PERIGORD,1,A2,1
24370,24336,PRATS DE CARLUX,1,A2,1
24370,24470,STE MONDANE,1,A2,1
24370,24574,VEYRIGNAC,1,A2,1
24380,24208,GRUN BORDAS,1,A2,1
24380,24468,ST MICHEL DE VILLADEIX,1,A2,1
24380,24571,VERGT,1,A2,1
24380,24146,CREYSSENSAC ET PISSOT,1,A2,1
24380,24160,EGLISE NEUVE DE VERGT,1,A2,1
24380,24220,LACROPTE,1,A2,1
24380,24362,VAL DE LOUYRE ET CAUDEAU,1,A2,1
24380,24459,ST MAYME DE PEREYROL,1,A2,1
24380,24190,FOULEIX,1,A2,1
24380,24576,VEYRINES DE VERGT,1,A2,1
24380,24094,CHALAGNAC,1,A2,1
24380,24312,SANILHAC,1,A2,1
24380,24365,ST AMAND DE VERGT,1,A2,1
24380,24480,ST PAUL DE SERRE,1,A2,1
24380,24518,SALON,1,A2,1
24390,24021,BADEFOLS D ANS,1,A2,1
24390,24136,COUBJOURS,1,A2,1
24390,24546,TEMPLE LAGUYON,1,A2,1
24390,24046,BOISSEUILH,1,A2,1
24390,24113,LA CHAPELLE ST JEAN,1,A2,1
24390,24545,TEILLOTS,1,A2,1
24390,24120,CHERVEIX CUBAS,1,A2,1
24390,24202,GRANGES D ANS,1,A2,1
24390,24210,HAUTEFORT,1,A2,1
24390,24302,NAILHAC,1,A2,1
24390,24555,TOURTOIRAC,1,A2,1
24400,24409,ST FRONT DE PRADOUX,1,A2,1
24400,24211,ISSAC,1,A2,1
24400,24543,SOURZAC,1,A2,1
24400,24161,EGLISE NEUVE D ISSAC,1,A2,1
24400,24420,ST GERY,1,A2,1
24400,24436,ST LAURENT DES HOMMES,1,A2,1
24400,24032,BEAURONNE,1,A2,1
24400,24059,BOURGNAC,1,A2,1
24400,24299,MUSSIDAN,1,A2,1
24400,24399,ST ETIENNE DE PUYCORBIER,1,A2,1
24400,24444,ST LOUIS EN L ISLE,1,A2,1
24400,24462,ST MEDARD DE MUSSIDAN,1,A2,1
24400,24029,BEAUPOUYET,1,A2,1
24400,24234,LES LECHES,1,A2,1
24400,24457,ST MARTIN L ASTIER,1,A2,1
24400,24465,ST MICHEL DE DOUBLE,1,A2,1
24410,24490,ST PRIVAT EN PERIGORD,1,A2,2
24410,24316,PARCOUL CHENAUD,1,A2,2
24410,24376,ST AULAYE PUYMANGOU,1,A2,2
24410,24533,SERVANCHES,1,A2,2
24410,24159,ECHOURGNAC,1,A2,2
24410,24216,LA JEMAYE PONTEYRAUD,1,A2,2
24410,24511,ST VINCENT JALMOUTIERS,1,A2,2
24420,24262,MAYAC,1,A2,1
24420,24521,SARLIAC SUR L ISLE,1,A2,1
24420,24011,ANTONNE ET TRIGONANT,1,A2,1
24420,24137,COULAURES,1,A2,1
24420,24162,ESCOIRE,1,A2,1
24420,24527,SAVIGNAC LES EGLISES,1,A2,1
24420,24513,ST VINCENT SUR L ISLE,1,A2,1
24420,24540,SORGES ET LIGUEUX EN PERIGORD,1,A2,1
24430,24350,RAZAC SUR L ISLE,1,A2,1
24430,24139,COURSAC,1,A2,1
24430,24010,ANNESSE ET BEAULIEU,1,A2,1
24430,24256,MARSAC SUR L ISLE,1,A2,1
24440,24393,STE CROIX,1,A2,1
24440,24028,BEAUMONTOIS EN PERIGORD,1,A2,1
24440,24307,NAUSSANNES,1,A2,1
24440,24379,ST AVIT SENIEUR,1,A2,1
24440,24281,MONSAC,1,A2,1
24440,24290,MONTFERRAND DU PERIGORD,1,A2,1
24440,24347,RAMPIEUX,1,A2,1
24450,24489,ST PRIEST LES FOUGERES,1,A2,2
24450,24133,LA COQUILLE,1,A2,2
24450,24269,MIALET,1,A2,2
24450,24486,ST PIERRE DE FRUGIE,1,A2,2
24450,24180,FIRBEIX,1,A2,2
24460,24115,CHATEAU L EVEQUE,1,A2,1
24460,24408,ST FRONT D ALEMPS,1,A2,1
24460,24002,AGONAC,1,A2,1
24460,24064,BRANTOME EN PERIGORD,1,A2,1
24460,24308,NEGRONDES,1,A2,1
24460,24540,SORGES ET LIGUEUX EN PERIGORD,1,A2,1
24470,24271,MILHAC DE NONTRON,1,A2,2
24470,24479,ST PARDOUX LA RIVIERE,1,A2,2
24470,24101,CHAMPS ROMAIN,1,A2,2
24470,24498,ST SAUD LACOUSSIERE,1,A2,2
